CanonicalKey,ObjectType,Text,SourceRef,WordCount
ae6991e322eb7bbe73df,WORD_FRAGMENT,زَلَ,2:22,1
2bb7745a9532691453f7,WORD_FRAGMENT,فَيَ,2:26,1
8c4635b097e41b03092f,WORD_FRAGMENT,رَأَ,2:166,1
8a9df1157d79b3a8d628,WORD_FRAGMENT,وهَ,2:71,1
7ad52fb657ddbd634da7,WORD_FRAGMENT,فَرَ,2:50,1
5f483a7132ec57450549,WORD_FRAGMENT,فَكَ,3:25,1
9011b50ebc73bcbb4a51,WORD_FRAGMENT,أَبَ,2:34,1
5464cddbf4a97ce9ea7c,WORD_FRAGMENT,تُهُ,2:16,1
93e47d27e8e5dca7fa7e,WORD_FRAGMENT,فَا,2:68,1
9747dd7b9eb6deefcd78,WORD_FRAGMENT,مَنَ,2:13,1
155672c1b5d7986ee4c9,WORD_FRAGMENT,مُن,2:213,1
55826924010bfd38101e,WORD_FRAGMENT,بَنِ,2:40,1
1bb55d26d4677195799e,WORD_FRAGMENT,عَدُ,2:36,1
6340b4a48689e1f29f20,WORD_FRAGMENT,قَدِ,2:20,1
2648c498b0c4d824fa41,WORD_FRAGMENT,كُمَ,2:213,1
ee7478fccdccbdd276ee,WORD_FRAGMENT,هَدَ,2:23,1
40996398915609ef4306,WORD_FRAGMENT,ادُ,2:20,1
23d745a64026cc36c0ac,WORD_FRAGMENT,قُل,2:33,1
8cec69bb6fcb24fe3eac,WORD_FRAGMENT,بِرَ,2:61,1
252926b08075e02bc3bd,WORD_FRAGMENT,تَبَ,2:79,1
411ebb534f64d36d88dd,WORD_FRAGMENT,تُكَ,2:185,1
5d6f1a1e125455531caf,WORD_FRAGMENT,لِيُ,2:76,1
f910b159c258495180d4,WORD_FRAGMENT,مَعُ,2:75,1
de08f3706ecc8ac9a8cd,WORD_FRAGMENT,نفَ,2:60,1
2699c65cb7b24a6d3a23,WORD_FRAGMENT,بَعَ,2:56,1
4b7bfd1774108b092f64,WORD_FRAGMENT,نَكَ,2:32,1
b1a2b0fcf0f4a5480f8d,WORD_FRAGMENT,هِىَ,2:68,1
e9b21ff9e65e1fb64fb2,WORD_FRAGMENT,وبُ,2:54,1
c67ba88f80ebcfbe3b68,WORD_FRAGMENT,ارُ,2:80,1
2afe2026669c84079c46,WORD_FRAGMENT,جَمِ,2:29,1
e7c66b7d136b2e5465ed,WORD_FRAGMENT,زَا,2:10,1
c65d3d7969d7b66c3861,WORD_FRAGMENT,تَقِ,1:6,1
5124ffbf3ddaca19f64f,WORD_FRAGMENT,كَرِ,3:37,1
0da4eee39b67e4648d28,WORD_FRAGMENT,اسَ,2:44,1
d6aebc08c25aac4661f4,WORD_FRAGMENT,اعَ,2:233,1
5d12537d8eba28fbe765,WORD_FRAGMENT,لِحُ,2:5,1
ff483f79ac2381207b42,WORD_FRAGMENT,بُهُ,2:118,1
c4bf3da602f4bb1de07e,WORD_FRAGMENT,بِعُ,2:143,1
e753007628ecdbb1373e,WORD_FRAGMENT,رِكُ,2:84,1
ac8264a497487af5d404,WORD_FRAGMENT,فَبِ,3:159,1
e34a005a8382b83a561b,WORD_FRAGMENT,فِقُ,2:3,1
6ef93d5ca5c1b8b76c40,WORD_FRAGMENT,مَثَ,2:17,1
6a052ca9ec3d2c259f43,WORD_FRAGMENT,نفِ,2:3,1
90ac824ecb7a4d7b8dc8,WORD_FRAGMENT,وَقُ,2:24,1
e0d94cefcd9d7ed1788d,WORD_FRAGMENT,دَآ,2:23,1
b55cbcd9809163b7aa0d,WORD_FRAGMENT,سَمِ,2:93,1
1462cfb54ddd333720c5,WORD_FRAGMENT,لِقَ,2:54,1
b301c841bc31c8601560,WORD_FRAGMENT,يَهُ,2:113,1
ddeab9f5074d13e5114e,WORD_FRAGMENT,يُحِ,2:165,1
e267e93f06f444f97ac1,WORD_FRAGMENT,أَوَ,2:77,1
8159e79a19e309ebfd66,WORD_FRAGMENT,بَرُ,2:217,1
74f37d34cf899f71118b,WORD_FRAGMENT,تِكُ,2:56,1
e0287b6833ef8674fec7,WORD_FRAGMENT,جِي,2:167,1
c4a742ff6d5fc0763325,WORD_FRAGMENT,خَذَ,2:55,1
19cbd918b0891940503e,WORD_FRAGMENT,ظَلَ,2:54,1
ac28adc7f0a836dcaa59,WORD_FRAGMENT,فُسَ,2:9,1
96bc506d363531c3fea3,WORD_FRAGMENT,لَيَ,2:144,1
933dc45055ea6f79aea8,WORD_FRAGMENT,أَجَ,2:231,1
aa8f41fb688ac634eaa9,WORD_FRAGMENT,إِي,2:93,1
3915a3bd375167bcc6c8,WORD_FRAGMENT,تَقُ,2:80,1
7847cc162303554bbab6,WORD_FRAGMENT,خَبِ,2:234,1
76f2dc2c773fe3099302,WORD_FRAGMENT,رَآ,2:69,1
67c4774df6d42bd4be8d,WORD_FRAGMENT,زِلَ,2:4,1
3e0594df2e7d09d9235d,WORD_FRAGMENT,فَأُ,2:81,1
2daae78af40f54fea711,WORD_FRAGMENT,لَئِ,2:120,1
766bec5874021f93a692,WORD_FRAGMENT,وَبِ,2:4,1
1bfb8312299c4365aae7,WORD_FRAGMENT,يَرَ,2:165,1
f0beb573bf77f2d9b7ab,WORD_FRAGMENT,رَكُ,2:96,1
1a61b58a0edafd90f518,WORD_FRAGMENT,عَهُ,2:19,1
4bebcaf5737dd377f0fc,WORD_FRAGMENT,وتُ,2:101,1
f7fc848ea95f3940bf80,WORD_FRAGMENT,وتِ,2:136,1
53a97dccfc2beef9ed9d,WORD_FRAGMENT,افُ,3:175,1
f8a735db38aa54d876b9,WORD_FRAGMENT,تِهَ,2:25,1
70f34fcc0e2d03069bf0,WORD_FRAGMENT,فَرِ,2:75,1
5259ae44fcfaf9d27d33,WORD_FRAGMENT,قَهُ,2:212,1
662e259ebc06bf7ff073,WORD_FRAGMENT,مَنِ,2:102,1
25c0506706bae0771aba,WORD_FRAGMENT,بِعَ,2:19,1
d0bb702ce26b9a250719,WORD_FRAGMENT,حَرَ,2:144,1
8361101c714831c71567,WORD_FRAGMENT,شَهِ,2:143,1
8125d2f42dc547a5e4a9,WORD_FRAGMENT,طُو,2:36,1
ead30be563f9a39ecf99,WORD_FRAGMENT,مِهِ,2:54,1
4f98939ca2e95553d9b7,WORD_FRAGMENT,ينُ,1:5,1
7cd3b0c3511a43df05c2,WORD_FRAGMENT,يُنَ,2:90,1
f4140bafc43717490a32,WORD_FRAGMENT,اتُ,2:43,1
e168724aae6e8c00e509,WORD_FRAGMENT,اهُ,2:172,1
22d898deb954076d3862,WORD_FRAGMENT,حَسَ,2:109,1
454ab94dfdd8a6414c0c,WORD_FRAGMENT,سَبَ,2:81,1
f11581f0192c68feee68,WORD_FRAGMENT,غُو,2:187,1
a779d6eb1a04fc8d0621,WORD_FRAGMENT,فُرُ,2:28,1
a85c8aac8d8cc53df347,WORD_FRAGMENT,لِتَ,2:188,1
b22d21da9eae5330e528,WORD_FRAGMENT,لِهَ,2:61,1
2547318dda71de9bbcc1,WORD_FRAGMENT,مَهُ,2:15,1
6702570d746ac0db4279,WORD_FRAGMENT,بَصِ,2:96,1
c8ad0bdf56554705d8e0,WORD_FRAGMENT,بَهُ,2:60,1
113caa55709e66d3081a,WORD_FRAGMENT,بِإِ,2:97,1
7e04f20c2cb0a4733562,WORD_FRAGMENT,ودُ,2:24,1
8c2ef6ca92d0d852375b,WORD_FRAGMENT,آؤُ,2:170,1
b98970ef9598de9d9eb4,WORD_FRAGMENT,تَقَ,2:36,1
b63a7e5f09dacb9d02f3,WORD_FRAGMENT,تَمَ,2:7,1
68d34e486c38e7df839e,WORD_FRAGMENT,رَءَ,6:40,1
0bff546fbb584de6e384,WORD_FRAGMENT,فِرَ,2:175,1
46183ca759f4c89b5114,WORD_FRAGMENT,كِن,2:12,1
ad58e244866667d0c516,WORD_FRAGMENT,وَآ,2:6,1
ead3bf73428a58155b51,WORD_FRAGMENT,ءَكُ,2:23,1
ca2b9ae4d9424bbd255c,WORD_FRAGMENT,بِغَ,2:61,1
76e611b90ebd23d6ba00,WORD_FRAGMENT,تَلَ,2:37,1
6bf103a521df3cfc37b8,WORD_FRAGMENT,نذِ,2:6,1
fa3c4777255ffe7a0666,WORD_FRAGMENT,نكَ,2:120,1
b546bf9a6a0c221f7c36,WORD_FRAGMENT,دِقِ,2:23,1
0331dccca95a3a09884d,WORD_FRAGMENT,شَدِ,2:165,1
42594c12a728e4180d9f,WORD_FRAGMENT,كَأَ,2:101,1
a4ca6b441a0473e65400,WORD_FRAGMENT,ورُ,2:210,1
39e3765e1f438a3b0cf6,WORD_FRAGMENT,تَذَ,2:221,1
fdcc2165e393e17ce4ca,WORD_FRAGMENT,تِيَ,2:38,1
d18f930a89e7465db556,WORD_FRAGMENT,سَهُ,2:9,1
d3f71aef89d0018faf15,WORD_FRAGMENT,لَأَ,2:220,1
f9f50a0edb7a030fd4f9,WORD_FRAGMENT,لَتَ,2:96,1
bf18644f2421df22d2c5,WORD_FRAGMENT,نَهَ,2:249,1
f7af6b4076a8cde93391,WORD_FRAGMENT,وكُ,2:76,1
6339646ad7653fc95dab,WORD_FRAGMENT,اذَ,2:19,1
39280f4f029f2204e0da,WORD_FRAGMENT,تَجِ,2:96,1
2fdeaa10b1b5e3290505,WORD_FRAGMENT,ثُو,2:76,1
143ddab271305403a4cc,WORD_FRAGMENT,جِعُ,2:18,1
6f5bbdee6155d9b3527b,WORD_FRAGMENT,دُهُ,2:96,1
1cf49b591f18cad2f0c3,WORD_FRAGMENT,قَآ,3:18,1
4941814c67f51d71a178,WORD_FRAGMENT,قِلُ,2:44,1
0bfde22cea8f0eb0ad41,WORD_FRAGMENT,ثَرَ,2:243,1
5b1e1c57685c7361f828,WORD_FRAGMENT,عَمَ,3:195,1
64ec1ac2207885fb25b1,WORD_FRAGMENT,لِأَ,2:110,1
369170af9357c5018af7,WORD_FRAGMENT,مَرَ,2:10,1
f9f1f91855c5a95cf172,WORD_FRAGMENT,ؤُلَ,2:31,1
d3dd46064caf11351026,WORD_FRAGMENT,اسُ,2:13,1
51e60f72a6bf07742739,WORD_FRAGMENT,ظُرُ,2:50,1
0dc58d88d9c81360ee7b,WORD_FRAGMENT,فَقُ,2:60,1
771841f4d176c2505412,WORD_FRAGMENT,كَلِ,2:37,1
f215e72c3e51ad1d226f,WORD_FRAGMENT,وَفِ,2:49,1
22618d07160b41904476,WORD_FRAGMENT,وَنُ,2:30,1
27da10d45c12f6db95bf,WORD_FRAGMENT,يزُ,2:129,1
0d1f630f9eafdc10b378,WORD_FRAGMENT,يُبَ,2:68,1
93ff6957ec61db71dff6,WORD_FRAGMENT,يُعَ,2:96,1
bf5759baabcc3131bf94,WORD_FRAGMENT,خُلُ,2:58,1
72f1ffe5fa7d11e1231b,WORD_FRAGMENT,خِذُ,2:67,1
012b9f47d04a64f9bb0c,WORD_FRAGMENT,لِدِ,2:162,1
819ce5a16f2a5513ca6f,WORD_FRAGMENT,مَتِ,2:40,1
5eb79924534ba5ab7165,WORD_FRAGMENT,ءِي,2:40,1
e157c4a85f7ff9656cfc,WORD_FRAGMENT,سَيَ,2:137,1
cd6f34766825401418f4,WORD_FRAGMENT,كَبِ,2:45,1
457440dfd12aa180a59b,WORD_FRAGMENT,وبَ,2:103,1
ef282601bc2d06089caa,WORD_FRAGMENT,ورَ,2:23,1
e954d767da81b6633426,WORD_FRAGMENT,بِرُ,2:87,1
eefc83d5a279d0a6b72e,WORD_FRAGMENT,رِجُ,2:84,1
c75dd781ef7f6dd0eeac,WORD_FRAGMENT,زَآ,2:85,1
d3e9833d5efd8f6d959e,WORD_FRAGMENT,لِنَ,2:143,1
58526d19ffc152ebf47f,WORD_FRAGMENT,ندِ,2:79,1
aa89e406be9b0d5bde10,WORD_FRAGMENT,نُهُ,2:159,1
67dfa3686698a9ab7606,WORD_FRAGMENT,هُدَ,2:16,1
5bee6f086a94ab47fd0a,WORD_FRAGMENT,هِمَ,2:124,1
0d06ce0689f5893996a8,WORD_FRAGMENT,وَحَ,2:144,1
85e73792a2247b200d05,WORD_FRAGMENT,تَدُ,2:53,1
cdc748d6281ee0cd082d,WORD_FRAGMENT,تِلُ,2:190,1
f32ac46ee1d944e879b7,WORD_FRAGMENT,جِدُ,2:110,1
87dcd4c9095236d47418,WORD_FRAGMENT,حَمِ,2:267,1
825578366d44c578eec7,WORD_FRAGMENT,حِسَ,2:202,1
519704a4863beaab30cb,WORD_FRAGMENT,سِكُ,2:110,1
88ee33a0cf2ee8aece86,WORD_FRAGMENT,سِنِ,2:58,1
7854a41d411c4cb42428,WORD_FRAGMENT,كَسَ,2:81,1
34ee8720a45f173b446a,WORD_FRAGMENT,كَٱ,2:74,1
dfb1e5fb8023543c5f01,WORD_FRAGMENT,نَتَ,2:60,1
bb1d51427aab01773761,WORD_FRAGMENT,تَنَ,2:32,1
8473af935756bd077794,WORD_FRAGMENT,ذِهِ,2:35,1
6e0e3eadf0f3416d2535,WORD_FRAGMENT,سَنُ,2:138,1
f1861a5dda3914c90e60,WORD_FRAGMENT,طَا,2:247,1
22013f3541513587f950,WORD_FRAGMENT,قَكُ,2:21,1
0bd2e67702bf393aea32,WORD_FRAGMENT,كَآ,2:208,1
6d7176589ef025123939,WORD_FRAGMENT,وَعِ,2:136,1
437e731ec140de10ef0a,WORD_FRAGMENT,يتُ,2:28,1
9eb1d6e55fd89587577d,WORD_FRAGMENT,يَدَ,2:66,1
e9fc395e4e963fcdcfe0,WORD_FRAGMENT,أَمَ,2:27,1
c6265be35e135917353a,WORD_FRAGMENT,اخَ,4:91,1
ba2d012efa2bb4fa882f,WORD_FRAGMENT,امُ,2:20,1
ba8e9923e9712abbf988,WORD_FRAGMENT,تَفَ,2:74,1
f379bc40a18d974cd23c,WORD_FRAGMENT,رَجُ,2:191,1
d26bac6cde9d99dc15b6,WORD_FRAGMENT,سَبُ,2:202,1
4a996fd239d52970c1c7,WORD_FRAGMENT,فَنَ,2:167,1
e00dfeb87e6d203ac9db,WORD_FRAGMENT,قِبَ,2:143,1
48eda6a7568bc532dfd8,WORD_FRAGMENT,أَمِ,2:140,1
5e950574c60b7bfd9d8d,WORD_FRAGMENT,ؤُا,5:18,1
835e505109be43d68d73,WORD_FRAGMENT,تُكُ,2:28,1
878593ac3634012d831e,WORD_FRAGMENT,جَزَ,2:85,1
4085aa306fb125f2313f,WORD_FRAGMENT,رَجَ,2:22,1
884804a16b9eade09a78,WORD_FRAGMENT,رِمِ,6:55,1
5dac599fc70cbcd21d90,WORD_FRAGMENT,سَى,2:53,1
4c9de128c0f7af30b7a5,WORD_FRAGMENT,لُكُ,2:139,1
49ec7735ffc123521c22,WORD_FRAGMENT,لِفُ,2:113,1
c95538d9f81729bf891b,WORD_FRAGMENT,نَصِ,2:107,1
25481a51ebef8760f029,WORD_FRAGMENT,وكَ,3:20,1
c0867a7b15e73a52973e,WORD_FRAGMENT,يَمَ,2:87,1
f6e1f4cd41e76dbcaf53,WORD_FRAGMENT,خِرِ,2:8,1
591480273f98d9c1e163,WORD_FRAGMENT,شُرَ,4:12,1
800f1e95002c71570fb9,WORD_FRAGMENT,فَهَ,2:13,1
4bb3f2ef5815b00da727,WORD_FRAGMENT,فَيُ,2:245,1
174d37fff45f8f054171,WORD_FRAGMENT,مَكَ,3:54,1
406e7ff8fce6cc9ab19f,WORD_FRAGMENT,مُتَ,2:25,1
43dffcfc1eb35192634e,WORD_FRAGMENT,وَوَ,2:79,1
dee105af23bee51f257d,WORD_FRAGMENT,وُجُ,2:144,1
65855fbb27507a315214,WORD_FRAGMENT,يُضِ,2:26,1
14932be16d9fb4907ab8,WORD_FRAGMENT,ئِن,3:157,1
987ecfed0afe6e5a6422,WORD_FRAGMENT,بَشَ,3:47,1
8e603998bc7af8d33047,WORD_FRAGMENT,بُيُ,2:189,1
a37d745cd0f2031007b8,WORD_FRAGMENT,بِرِ,2:153,1
767fdfc006090523f679,WORD_FRAGMENT,تَرُ,2:41,1
bd4647f153e60bb8294c,WORD_FRAGMENT,تُن,2:6,1
fa27aac97825a0ff6e8f,WORD_FRAGMENT,ثَرُ,2:100,1
5c927061653b18dbc938,WORD_FRAGMENT,ذَرُ,2:234,1
2c61dafae6973bb564d3,WORD_FRAGMENT,رَبُ,2:60,1
7e284085148d6da9f1a1,WORD_FRAGMENT,رِكِ,2:105,1
b9a4cfcb19f179edeeee,WORD_FRAGMENT,صُو,2:139,1
203ab531ded75a585d0b,WORD_FRAGMENT,نصُ,2:250,1
8e7e14db7a09e84936f8,WORD_FRAGMENT,هَدُ,2:84,1
5864db45b60c3f2bd6f7,WORD_FRAGMENT,يبُ,2:186,1
3b3c0bbf321fd6cdd88e,WORD_FRAGMENT,يسَ,2:34,1
aa2e87f49a7047357401,WORD_FRAGMENT,أَشَ,2:74,1
0fa532dc2e0865440286,WORD_FRAGMENT,اقَ,2:249,1
282fdf2f21aa8d1a79c2,WORD_FRAGMENT,بَعُ,2:26,1
5d1a53d6af9350a127a5,WORD_FRAGMENT,تُلُ,2:54,1
974f24bf00d80a4a03ff,WORD_FRAGMENT,تِىَ,2:40,1
a921553f08074ff4ce96,WORD_FRAGMENT,جَعُ,2:28,1
5cd4caf6221102ea41f9,WORD_FRAGMENT,قَرِ,2:186,1
0e4fcc3bba2cec716ffb,WORD_FRAGMENT,قُلِ,2:219,1
136ee472fbcd1b1096ec,WORD_FRAGMENT,مُهُ,2:114,1
ee8b0b6fb0ac1adc06cc,WORD_FRAGMENT,نَذِ,2:119,1
452785d27ab6323e2513,WORD_FRAGMENT,افِ,2:41,1
05c0daf5b8d74b4a23ae,WORD_FRAGMENT,اقِ,2:69,1
536972f51e2a57b0cc84,WORD_FRAGMENT,جَرَ,2:35,1
a119712b3ef98d3a18f6,WORD_FRAGMENT,خَرَ,2:114,1
02c76090aef68d849ba6,WORD_FRAGMENT,رَزَ,2:3,1
7fe64bf066a3e721f6f5,WORD_FRAGMENT,عَكُ,2:14,1
c08df2b8ef4fe8b0fa07,WORD_FRAGMENT,مِعُ,3:9,1
6c75bc54541e278373f0,WORD_FRAGMENT,ودَ,2:80,1
f2a53df748d126d0bd15,WORD_FRAGMENT,يرَ,2:45,1
f61c1db9531deb7ecd7a,WORD_FRAGMENT,جِبَ,7:74,1
f4eebd0a66d0b4244d22,WORD_FRAGMENT,خَذُ,2:48,1
798cdf4f24aff1226329,WORD_FRAGMENT,رِجَ,2:239,1
f6a03d510fb3d92dfa97,WORD_FRAGMENT,فَعُ,2:102,1
f6c625799319790d4020,WORD_FRAGMENT,كَذِ,2:200,1
8555c5cee382293f8e2b,WORD_FRAGMENT,لَبِ,2:102,1
7603aeae1eeaa9b640ed,WORD_FRAGMENT,مَعِ,2:161,1
1f4c8cef70b5becc4e20,WORD_FRAGMENT,نبَ,2:33,1
1df405a0d8f0799c5c9b,WORD_FRAGMENT,وحِ,2:87,1
43ec7f8a0ae77899917b,WORD_FRAGMENT,ومُ,2:49,1
eb5f8c2d09d795add87a,WORD_FRAGMENT,وَتُ,2:85,1
a56d46b697a8aa83063f,WORD_FRAGMENT,ئِهِ,2:33,1
94fa517f3673336341d0,WORD_FRAGMENT,بَةُ,3:137,1
0c1c4a4b2ca14a94bfd7,WORD_FRAGMENT,بِيَ,2:91,1
17f1c3d5b636ef11c833,WORD_FRAGMENT,تَكَ,2:145,1
cb4463174c4e594cb90c,WORD_FRAGMENT,تَلِ,2:113,1
7bc22d4a9052f9f40fc2,WORD_FRAGMENT,حَدِ,3:91,1
1ef1cf0de87142a1c553,WORD_FRAGMENT,دِيَ,4:26,1
90ef9cf209424c6b3768,WORD_FRAGMENT,رُجُ,2:74,1
7ab80b48ced1862a20ae,WORD_FRAGMENT,عَآ,2:158,1
0327fb44c5855d2d6819,WORD_FRAGMENT,فَكُ,2:58,1
2327df3921d073719431,WORD_FRAGMENT,لِبَ,2:36,1
95fbc4025775198b463d,WORD_FRAGMENT,مُرُ,2:44,1
79744b2fa970d08ad842,WORD_FRAGMENT,وعَ,2:232,1
19f3c54be208b30bd45e,WORD_FRAGMENT,وَهَ,3:8,1
491ab0f7a8f79b56ed83,WORD_FRAGMENT,بَرَ,2:34,1
717f2c31d56af4540a8a,WORD_FRAGMENT,بَعِ,2:51,1
4c3073b61c0a16859543,WORD_FRAGMENT,بِكَ,2:97,1
159a94f63a325041c227,WORD_FRAGMENT,جُنُ,2:249,1
a5dd4f92a219baf23e37,WORD_FRAGMENT,حِدَ,2:213,1
0833b2c9e01d1e085c5e,WORD_FRAGMENT,سُلَ,2:102,1
9851accdb3d45c9a940b,WORD_FRAGMENT,عَسَ,2:216,1
84b2f364d202c8059f47,WORD_FRAGMENT,فَجَ,2:60,1
176fe25e032aa8b3eb3d,WORD_FRAGMENT,مِلَ,2:62,1
5356b61f0f0ad0fa5663,WORD_FRAGMENT,نصَ,2:48,1
3f7972d37a170defc2fa,WORD_FRAGMENT,نَةِ,3:7,1
d96557104bb7c2854c21,WORD_FRAGMENT,وقُ,3:106,1
0ce946dcd523e0b181a9,WORD_FRAGMENT,أَطِ,3:32,1
7c23b1d713fe18b6639d,WORD_FRAGMENT,بِبَ,2:73,1
d045f626e3c86ed94c61,WORD_FRAGMENT,بِعِ,4:166,1
042b4dfa2763a740537a,WORD_FRAGMENT,تُنَ,3:93,1
27dd3f44e809cc2aa464,WORD_FRAGMENT,دِلُ,2:61,1
b60998295913ed522b73,WORD_FRAGMENT,زِى,2:48,1
2fc06348f64fcc2f279a,WORD_FRAGMENT,سُلُ,2:253,1
eca7615011f3ea8a6181,WORD_FRAGMENT,عَصَ,2:60,1
055b543ffcbf54f64fef,WORD_FRAGMENT,فَوَ,2:79,1
4ca787810454b06fa640,WORD_FRAGMENT,كَةُ,2:210,1
fd820916fa8c25ea784e,WORD_FRAGMENT,وسُ,2:279,1
0cd987f80a3ea781957e,WORD_FRAGMENT,وِي,3:7,1
a7ccd5b7c5870f09892d,WORD_FRAGMENT,يُكَ,2:118,1
2326817098638f594be1,WORD_FRAGMENT,تَتَ,2:219,1
5f2d8264627d359f36fd,WORD_FRAGMENT,تَخَ,2:275,1
6be2aacf8f6d3a10320b,WORD_FRAGMENT,تَدَ,2:65,1
8deaff75b99939499525,WORD_FRAGMENT,تَنِ,4:31,1
7be703c5b5b8f8dd84d8,WORD_FRAGMENT,خُذُ,2:63,1
f774a3b2129d3992c109,WORD_FRAGMENT,رَى,2:55,1
e355f4c34fe432282a83,WORD_FRAGMENT,سُلِ,2:87,1
603a8e8210f842bf9b2e,WORD_FRAGMENT,شَرَ,2:102,1
f4d2582d54571ff47455,WORD_FRAGMENT,صِرُ,2:17,1
a91e9cbed80f349740ed,WORD_FRAGMENT,قَرَ,2:67,1
ec88e46257bf340d8781,WORD_FRAGMENT,لَفِ,2:176,1
9eac9c2ee8f1d54a71b4,WORD_FRAGMENT,لِحِ,2:130,1
65161c904037ccede255,WORD_FRAGMENT,لِدُ,2:25,1
26e8171c3d353db2e735,WORD_FRAGMENT,مَةَ,2:129,1
e49b19dfbfc1acae3eee,WORD_FRAGMENT,مَتَ,2:214,1
1aefcd2c82cbe82d5304,WORD_FRAGMENT,وَفَ,2:87,1
ca6bf7a8bf6c6590fad7,WORD_FRAGMENT,وَمُ,2:213,1
ef82fb204ff10f849ebb,WORD_FRAGMENT,يبَ,2:156,1
caeed6c12014be871de9,WORD_FRAGMENT,يُحَ,2:75,1
67794dd79c9dc1a3f9f1,WORD_FRAGMENT,أَصَ,2:264,1
b74d9c45be376c8818c5,WORD_FRAGMENT,بَنَ,3:8,1
8a8caa76ee9d03e0bc5f,WORD_FRAGMENT,بِى,2:186,1
e914defe20657a3ab0a7,WORD_FRAGMENT,تَدِ,2:16,1
65f44387d63d51c13680,WORD_FRAGMENT,تَعَ,2:102,1
778307f0377691719502,WORD_FRAGMENT,ثَا,2:125,1
0d7d53b8bb6ebd44b060,WORD_FRAGMENT,خِي,2:178,1
d71e4390877bb4411f55,WORD_FRAGMENT,رَةُ,2:24,1
cd25fa97c7a548211901,WORD_FRAGMENT,عُرُ,2:9,1
42468d7634e1d81c1a23,WORD_FRAGMENT,قِهِ,2:27,1
bc2835235e0ad6916565,WORD_FRAGMENT,كَةِ,2:30,1
309dd79b9c09e4e687d0,WORD_FRAGMENT,وُا,2:16,1
2aef807782a82ae23ce1,WORD_FRAGMENT,أَكُ,2:67,1
3f128f70fd5bb66a7dbd,WORD_FRAGMENT,ئِفَ,3:69,1
cf770e521ed1eabf587e,WORD_FRAGMENT,بِحَ,2:16,1
1de61d6c4a777ead7ee8,WORD_FRAGMENT,تَصِ,3:44,1
1216acbf7c8a475508c5,WORD_FRAGMENT,رَبَ,2:35,1
b4365afd5b88b8712b9f,WORD_FRAGMENT,زُو,2:250,1
492fc9402051fbff64e1,WORD_FRAGMENT,ضَرَ,2:133,1
ade623da212e70c7a9e2,WORD_FRAGMENT,ضِىَ,2:210,1
0a18ece9832c441b03e9,WORD_FRAGMENT,عَرَ,2:31,1
d8f6bf5a1ed68b176bc1,WORD_FRAGMENT,عِدُ,2:235,1
38ce95d5b6fb3f4e2ce3,WORD_FRAGMENT,عِقَ,2:55,1
2ca7341b60be63a8543b,WORD_FRAGMENT,قَمَ,6:77,1
aff82b17e4a5c3148449,WORD_FRAGMENT,لَأُ,3:195,1
cf9a64e3bac07bacea6e,WORD_FRAGMENT,لَتِ,2:113,1
ca5a3ed1b63f30fb2b4f,WORD_FRAGMENT,لَغَ,3:40,1
db8b6fd732c08d78754b,WORD_FRAGMENT,مَصِ,2:126,1
1605a0211b52be6a87f4,WORD_FRAGMENT,نقَ,2:143,1
fb62e8a86fba8ce2dd23,WORD_FRAGMENT,نَبَ,2:101,1
72d6da2de7e8f2625214,WORD_FRAGMENT,وَخَ,3:175,1
92477acba351fff8c2be,WORD_FRAGMENT,وَكِ,2:233,1
974e8f5c3c8037e1f197,WORD_FRAGMENT,أَءِ,12:90,1
82d22ecca4a2d4c9d303,WORD_FRAGMENT,أَضَ,2:17,1
225f706031e7bfbbff9d,WORD_FRAGMENT,احَ,2:158,1
ee15175b0d803bd1bb04,WORD_FRAGMENT,بِمُ,2:8,1
295d497b782f05ace537,WORD_FRAGMENT,تَطِ,2:273,1
8dd4ccddb7534601fbe1,WORD_FRAGMENT,تَمِ,4:27,1
a53b65fda9c0a647c5c7,WORD_FRAGMENT,ثَلُ,2:17,1
8bfc3294182e7f8907b8,WORD_FRAGMENT,جِدَ,2:96,1
1cc9c9e3d546a8fe9e9b,WORD_FRAGMENT,رَةَ,2:35,1
b0b7d6902123d3d17a13,WORD_FRAGMENT,سَوَ,2:6,1
c40967bf33f2af2a75ac,WORD_FRAGMENT,سِرُ,2:27,1
4e53ba8f56bfe39afc03,WORD_FRAGMENT,شَا,2:158,1
ab76c0b8a7e4d5a1d3ad,WORD_FRAGMENT,شِي,2:119,1
df4204a727fb26510a53,WORD_FRAGMENT,صَدَ,2:177,1
615594ee99e5a30feb2b,WORD_FRAGMENT,ضِي,2:143,1
f4297075461b88428a47,WORD_FRAGMENT,طَآ,3:154,1
c4706270cc16e17fc128,WORD_FRAGMENT,عَةُ,6:31,1
27a339fabdf045f9d065,WORD_FRAGMENT,عَدَ,2:61,1
f98390ea196784f54e1a,WORD_FRAGMENT,لَدَ,3:44,1
70d18897a229c51f26da,WORD_FRAGMENT,مُكَ,3:137,1
e578136a617d8053b8d1,WORD_FRAGMENT,نكِ,2:221,1
6f643666ba38e0302f9c,WORD_FRAGMENT,ودِ,2:125,1
ad6bdadfdee1e00c1de6,WORD_FRAGMENT,وَرُ,2:98,1
ca4ccb9657b1aa7df614,WORD_FRAGMENT,وَصَ,2:217,1
d7538bf8e09306c12b20,WORD_FRAGMENT,يَجِ,2:196,1
89857a3afb307bd2c503,WORD_FRAGMENT,يَمِ,3:179,1
